[10:03:08] [ info] [             main] hello MA start
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.47, gain 0.00001, curr_depth 5, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.20, gain 0.00040, curr_depth 3, samples 31 ->(3,28)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.57, gain 0.00001, curr_depth 4, samples 3 ->(1,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 0, val 2.00, gain 0.00000, curr_depth 5, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 5, val 0.65, gain 0.00042, curr_depth 4, samples 28 ->(25,3)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.34, gain 0.00033, curr_depth 5, samples 25 ->(14,11)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (14)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (11)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.49, gain 0.00013, curr_depth 5, samples 3 ->(1,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 0, val 1.00, gain 0.00062, curr_depth 1, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (2) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (2) or min_samples (1)-> leaf
[10:03:09] [debug] [            train] [1mTree 17[0m: receives pb 0.10 and will train on 66 instances
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.14, gain 0.00302, curr_depth 0, samples 66 ->(28,38)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 0.17, gain 0.00264, curr_depth 1, samples 28 ->(12,16)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.21, gain 0.00186, curr_depth 2, samples 12 ->(3,9)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.16, gain 0.00075, curr_depth 3, samples 3 ->(2,1)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.14, gain 0.00054, curr_depth 4, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.20, gain 0.00110, curr_depth 3, samples 9 ->(1,8)
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.02, gain 0.00103, curr_depth 4, samples 8 ->(1,7)
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.28, gain 0.00084, curr_depth 5, samples 7 ->(1,6)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (6)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.09, gain 0.00086, curr_depth 2, samples 16 ->(9,7)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 5, val 0.11, gain 0.00066, curr_depth 3, samples 9 ->(5,4)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 0.20, gain 0.00042, curr_depth 4, samples 5 ->(3,2)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.32, gain 0.00018, curr_depth 5, samples 3 ->(1,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.36, gain 0.00022, curr_depth 5, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.38, gain 0.00024, curr_depth 4, samples 4 ->(1,3)
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.40, gain 0.00018, curr_depth 5, samples 3 ->(1,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.35, gain 0.00021, curr_depth 3, samples 7 ->(1,6)
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.43, gain 0.00021, curr_depth 4, samples 6 ->(2,4)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.41, gain 0.00004, curr_depth 5, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 0.47, gain 0.00017, curr_depth 5, samples 4 ->(2,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.36, gain 0.00081, curr_depth 1, samples 38 ->(13,25)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 0.59, gain 0.00004, curr_depth 2, samples 13 ->(4,9)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.38, gain 0.00006, curr_depth 3, samples 4 ->(3,1)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 0, val 1.00, gain 0.00001, curr_depth 4, samples 3 ->(2,1)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.47, gain 0.00000, curr_depth 5, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 1.14, gain 0.00002, curr_depth 3, samples 9 ->(7,2)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 0, val 3.00, gain 0.00002, curr_depth 4, samples 7 ->(1,6)
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.50, gain 0.00002, curr_depth 5, samples 6 ->(1,5)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (5)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 0, val 3.00, gain 0.00000, curr_depth 4, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.50, gain 0.00088, curr_depth 2, samples 25 ->(22,3)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 1.19, gain 0.00058, curr_depth 3, samples 22 ->(1,21)
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.66, gain 0.00050, curr_depth 4, samples 21 ->(5,16)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.51, gain 0.00004, curr_depth 5, samples 5 ->(3,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (3)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.16, gain 0.00050, curr_depth 5, samples 16 ->(3,13)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (3)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (13)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 0, val 2.00, gain 0.00032, curr_depth 3, samples 3 ->(1,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.70, gain 0.00021, curr_depth 4, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [            train] [1mTree 18[0m: receives pb 0.10 and will train on 66 instances
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.20, gain 0.00141, curr_depth 0, samples 66 ->(31,35)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.28, gain 0.00156, curr_depth 1, samples 31 ->(4,27)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.28, gain 0.00070, curr_depth 2, samples 4 ->(3,1)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.25, gain 0.00057, curr_depth 3, samples 3 ->(1,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.27, gain 0.00037, curr_depth 4, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (3) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 5, val 0.35, gain 0.00088, curr_depth 2, samples 27 ->(26,1)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.09, gain 0.00089, curr_depth 3, samples 26 ->(4,22)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.41, gain 0.00007, curr_depth 4, samples 4 ->(3,1)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.32, gain 0.00007, curr_depth 5, samples 3 ->(1,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.09, gain 0.00085, curr_depth 4, samples 22 ->(8,14)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 5, val 0.15, gain 0.00046, curr_depth 5, samples 8 ->(3,5)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (3)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (5)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.44, gain 0.00040, curr_depth 5, samples 14 ->(1,13)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (13)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (3) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.39, gain 0.00022, curr_depth 1, samples 35 ->(27,8)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 5, val 0.43, gain 0.00005, curr_depth 2, samples 27 ->(13,14)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.19, gain 0.00008, curr_depth 3, samples 13 ->(9,4)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 0.77, gain 0.00003, curr_depth 4, samples 9 ->(2,7)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 0, val 2.00, gain 0.00002, curr_depth 5, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.12, gain 0.00002, curr_depth 5, samples 7 ->(1,6)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (6)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.21, gain 0.00009, curr_depth 4, samples 4 ->(3,1)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.58, gain 0.00009, curr_depth 5, samples 3 ->(2,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.14, gain 0.00005, curr_depth 3, samples 14 ->(3,11)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.55, gain 0.00005, curr_depth 4, samples 3 ->(1,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 0, val 2.00, gain 0.00004, curr_depth 5, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.34, gain 0.00002, curr_depth 4, samples 11 ->(9,2)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 1.06, gain 0.00001, curr_depth 5, samples 9 ->(4,5)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (4)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (5)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.61, gain 0.00002, curr_depth 5, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 1.35, gain 0.00029, curr_depth 2, samples 8 ->(2,6)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.62, gain 0.00022, curr_depth 3, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 1.76, gain 0.00009, curr_depth 3, samples 6 ->(3,3)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.67, gain 0.00001, curr_depth 4, samples 3 ->(1,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.70, gain 0.00000, curr_depth 5, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 0, val 1.00, gain 0.00009, curr_depth 4, samples 3 ->(2,1)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.69, gain 0.00004, curr_depth 5, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [            train] [1mTree 19[0m: receives pb 0.10 and will train on 66 instances
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.14, gain 0.00495, curr_depth 0, samples 66 ->(52,14)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.09, gain 0.00164, curr_depth 1, samples 52 ->(16,36)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.01, gain 0.00179, curr_depth 2, samples 16 ->(3,13)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.18, gain 0.00086, curr_depth 3, samples 3 ->(2,1)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.13, gain 0.00065, curr_depth 4, samples 2 ->(1,1)
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.43, gain 0.00097, curr_depth 3, samples 13 ->(12,1)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.32, gain 0.00099, curr_depth 4, samples 12 ->(6,6)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.04, gain 0.00067, curr_depth 5, samples 6 ->(2,4)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (4)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.41, gain 0.00033, curr_depth 5, samples 6 ->(4,2)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (4)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 0.43, gain 0.00017, curr_depth 2, samples 36 ->(14,22)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.37, gain 0.00018, curr_depth 3, samples 14 ->(1,13)
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.10, gain 0.00021, curr_depth 4, samples 13 ->(4,9)
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.38, gain 0.00019, curr_depth 5, samples 4 ->(1,3)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (3)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 4, val 0.39, gain 0.00006, curr_depth 5, samples 9 ->(5,4)
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (5)-> leaf
[10:03:09] [debug] [    make_tree_DFS] max_depth (6) or min_samples (4)-> leaf
[10:03:09] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:09] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.08, gain 0.00006, curr_depth 3, samples 22 ->(1,21)
[10:03:09] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
